x,y,z,r,s,phi,theta,tri_spin,type,grid_pos,dx_from_flat,dy_from_flat,tri_points_up,geometry
325.553343,-375.916621,11.990935,497.290946,497.490671,-49.106605,2.497486,,module,front,-0.130751,0.150978,0,POINT Z (325.553343452254 -375.916620955483 11.99093504334347)
325.572403,-328.946301,10.310555,462.820763,462.979538,-45.295344,2.370341,,module,front,-0.111691,0.112848,1,POINT Z (325.5724032727736 -328.9463006729363 10.310555435439305)
284.862485,-399.41605,11.655493,490.591292,490.782625,-54.503633,2.473759,,module,front,-0.111098,0.155774,1,POINT Z (284.8624848626554 -399.4160499138794 11.655492808675914)
366.218556,-399.379833,14.318775,541.867402,542.127891,-47.48017,2.641918,,module,front,-0.17605,0.191991,1,POINT Z (366.21855625282006 -399.3798327324034 14.318774624340598)
488.307675,-187.949712,13.326485,523.229854,523.463944,-21.051724,2.584495,,module,front,-0.218466,0.084088,1,POINT Z (488.3076752596208 -187.94971183900165 13.326485158674263)
528.970929,-164.446966,14.974316,553.943182,554.22145,-17.269472,2.676678,,module,front,-0.265724,0.082609,0,POINT Z (528.970929064968 -164.44696600184764 14.974315756758621)
447.651518,-164.469279,10.983454,476.908823,477.08366,-20.17357,2.423798,,module,front,-0.164112,0.060295,0,POINT Z (447.65151795357684 -164.46927915959046 10.983454285066953)
488.291408,-234.929313,14.318775,541.867402,542.127891,-25.693381,2.641918,,module,front,-0.234733,0.112936,0,POINT Z (488.29140833709346 -234.92931337200199 14.318774624340598)
406.960709,-234.958875,10.647061,469.91775,470.084499,-30.0,2.397519,,module,front,-0.144409,0.083374,0,POINT Z (406.96070903570876 -234.9588749113674 10.64706149537423)
406.975114,-187.973753,9.637611,448.28883,448.432031,-24.791281,2.313174,,module,front,-0.130004,0.060046,1,POINT Z (406.9751139645913 -187.97375328074833 9.637611055554949)
366.277603,-258.463911,9.637611,448.28883,448.432031,-35.208719,2.313174,,module,front,-0.117003,0.082564,1,POINT Z (366.2776025681322 -258.4639107610289 9.637611055554949)
447.620432,-258.433777,12.993734,516.867554,517.092949,-30.0,2.563892,,module,front,-0.195197,0.112697,1,POINT Z (447.62043228347244 -258.4337770736395 12.9937336319653)
488.330015,-93.979155,11.990935,497.290946,497.490671,-10.893395,2.497486,,module,front,-0.196126,0.037744,0,POINT Z (488.330015178381 -93.97915523887077 11.990935043343473)
488.335688,-46.990124,11.655493,490.591292,490.782625,-5.496367,2.473759,,module,front,-0.190453,0.018326,1,POINT Z (488.33568833598076 -46.99012351927995 11.655492808675918)
447.662055,-117.480822,10.310555,462.820763,462.979538,-14.704656,2.370341,,module,front,-0.153575,0.040303,1,POINT Z (447.66205450006385 -117.48082166890579 10.310555435439307)
528.982359,-117.464657,14.318775,541.867402,542.127891,-12.51983,2.641918,,module,front,-0.254294,0.056468,1,POINT Z (528.9823590318512 -117.46465668600099 14.318774624340593)
